Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Segment,Region,State,Category,Sub-Category,Sales,Quantity,Discount,Profit,Segment_enc,Region_enc,Category_enc,Ship Mode_enc
US-2023-003367,2023-12-01,2023-12-06,Same Day,CUS-2381,Consumer,West,California,Technology,Phones,2624.98,5,0.1,186.36,0,3,2,1
US-2021-003368,2021-10-26,2021-10-27,Same Day,CUS-1242,Consumer,West,Oregon,Furniture,Furnishings,198.98,3,0.0,30.77,0,3,0,1
US-2022-003369,2022-09-22,2022-09-23,Same Day,CUS-5934,Consumer,South,Georgia,Office Supplies,Labels,47.88,6,0.4,4.62,0,2,1,1
US-2020-003371,2020-05-27,2020-06-01,Second Class,CUS-4025,Home Office,Central,Illinois,Technology,Copiers,977.08,1,0.0,340.32,2,0,2,2
US-2021-003372,2021-02-03,2021-02-04,Standard Class,CUS-6348,Corporate,East,Tennessee,Office Supplies,Fasteners,22.77,6,0.0,1.51,1,1,1,3
US-2020-003373,2020-10-09,2020-10-12,Standard Class,CUS-8870,Consumer,Central,Texas,Technology,Phones,2697.93,7,0.4,67.9,0,0,2,3
US-2020-003374,2020-03-16,2020-03-17,Standard Class,CUS-1312,Corporate,Central,Texas,Office Supplies,Labels,76.54,10,0.0,22.25,1,0,1,3
US-2020-003375,2020-07-14,2020-07-21,Second Class,CUS-1612,Consumer,South,Tennessee,Technology,Computers,2022.84,3,0.2,249.11,0,2,2,2
US-2020-003376,2020-03-05,2020-03-10,Second Class,CUS-7189,Consumer,East,Florida,Office Supplies,Paper,16.05,1,0.3,1.73,0,1,1,2
US-2021-003379,2021-03-15,2021-03-18,Standard Class,CUS-4548,Corporate,East,Florida,Furniture,Bookcases,885.86,6,0.0,307.09,1,1,0,3
US-2021-003380,2021-09-15,2021-09-18,Same Day,CUS-9388,Corporate,South,Alabama,Furniture,Chairs,782.22,3,0.2,181.91,1,2,0,1
US-2022-003381,2022-05-30,2022-06-06,First Class,CUS-8164,Consumer,East,Ohio,Office Supplies,Labels,52.89,6,0.1,5.46,0,1,1,0
US-2020-003383,2020-07-07,2020-07-12,Standard Class,CUS-7391,Corporate,East,Virginia,Furniture,Chairs,1285.89,5,0.5,30.56,1,1,0,3
US-2020-003384,2020-11-18,2020-11-23,Same Day,CUS-8745,Consumer,East,Florida,Furniture,Bookcases,422.19,2,0.2,43.6,0,1,0,1
US-2022-003385,2022-01-26,2022-01-29,Standard Class,CUS-7452,Home Office,East,Virginia,Technology,Accessories,462.41,8,0.2,53.15,2,1,2,3
US-2022-003386,2022-06-08,2022-06-13,Same Day,CUS-5745,Consumer,East,Ohio,Technology,Accessories,271.75,4,0.0,80.35,0,1,2,1
US-2021-003387,2021-02-18,2021-02-25,Standard Class,CUS-3566,Consumer,South,Mississippi,Technology,Accessories,508.6,8,0.0,151.69,0,2,2,3
US-2023-003388,2023-08-05,2023-08-12,Second Class,CUS-7730,Home Office,South,Tennessee,Furniture,Bookcases,456.14,4,0.2,43.63,2,2,0,2
US-2023-003389,2023-01-28,2023-02-02,First Class,CUS-5850,Home Office,South,Tennessee,Furniture,Chairs,1411.93,7,0.1,169.53,2,2,0,0
US-2023-003390,2023-03-04,2023-03-11,First Class,CUS-9193,Home Office,East,Florida,Furniture,Chairs,1240.91,6,0.1,109.05,2,1,0,0
US-2020-003391,2020-06-19,2020-06-20,Second Class,CUS-5011,Home Office,South,Mississippi,Office Supplies,Art,23.31,2,0.0,3.2,2,2,1,2
US-2021-003393,2021-07-14,2021-07-21,First Class,CUS-4407,Home Office,South,Mississippi,Office Supplies,Paper,108.71,7,0.2,23.49,2,2,1,0
US-2020-003394,2020-08-29,2020-09-01,Second Class,CUS-4013,Corporate,West,Oregon,Office Supplies,Storage,530.5,8,0.4,32.26,1,3,1,2
US-2021-003395,2021-10-24,2021-10-29,Second Class,CUS-4360,Home Office,East,Florida,Furniture,Bookcases,834.29,6,0.4,114.38,2,1,0,2
US-2021-003396,2021-01-26,2021-01-27,Standard Class,CUS-9284,Home Office,South,Tennessee,Technology,Computers,4153.42,7,0.2,388.79,2,2,2,3
US-2023-003397,2023-09-23,2023-09-24,Same Day,CUS-2448,Home Office,West,Washington,Office Supplies,Art,57.91,5,0.1,2.54,2,3,1,1
US-2023-003398,2023-06-24,2023-07-01,Second Class,CUS-1538,Corporate,South,Georgia,Technology,Accessories,263.18,4,0.0,74.99,1,2,2,2
US-2023-003401,2023-11-05,2023-11-10,Standard Class,CUS-9087,Consumer,West,Oregon,Technology,Phones,1210.32,2,0.4,52.86,0,3,2,3
US-2023-003402,2023-05-14,2023-05-17,First Class,CUS-2360,Corporate,West,California,Technology,Copiers,1354.2,1,0.2,194.19,1,3,2,0
US-2020-003403,2020-02-21,2020-02-22,Second Class,CUS-2950,Consumer,Central,Illinois,Office Supplies,Labels,39.56,7,0.4,5.43,0,0,1,2
US-2022-003404,2022-04-07,2022-04-08,First Class,CUS-4286,Home Office,West,Arizona,Technology,Accessories,226.49,3,0.0,69.73,2,3,2,0
US-2022-003406,2022-05-21,2022-05-22,First Class,CUS-1962,Home Office,South,Mississippi,Furniture,Chairs,805.29,4,0.4,66.87,2,2,0,0
US-2020-003407,2020-06-12,2020-06-17,First Class,CUS-2601,Home Office,South,Georgia,Furniture,Chairs,1052.39,4,0.0,347.75,2,2,0,0
US-2023-003408,2023-04-08,2023-04-13,Same Day,CUS-5740,Corporate,West,Washington,Office Supplies,Binders,109.97,3,0.0,32.54,1,3,1,1
US-2023-003411,2023-02-08,2023-02-09,First Class,CUS-3774,Corporate,West,Nevada,Office Supplies,Art,19.4,2,0.2,2.19,1,3,1,0
US-2021-003412,2021-05-25,2021-05-28,First Class,CUS-4568,Corporate,West,Oregon,Technology,Computers,1628.52,2,0.3,84.87,1,3,2,0
US-2021-003413,2021-11-09,2021-11-10,Same Day,CUS-7660,Home Office,South,Mississippi,Office Supplies,Paper,146.94,7,0.0,14.73,2,2,1,1
US-2020-003415,2020-10-11,2020-10-16,First Class,CUS-9529,Home Office,Central,Indiana,Office Supplies,Art,147.65,10,0.2,26.97,2,0,1,0
US-2022-003416,2022-12-12,2022-12-17,Standard Class,CUS-1956,Home Office,South,Louisiana,Office Supplies,Labels,114.29,10,0.1,9.15,2,2,1,3
US-2020-003417,2020-03-03,2020-03-08,Standard Class,CUS-4411,Home Office,West,Arizona,Furniture,Furnishings,366.77,6,0.4,11.41,2,3,0,3
US-2022-003418,2022-01-18,2022-01-23,Same Day,CUS-3556,Consumer,Central,Illinois,Office Supplies,Fasteners,8.56,2,0.5,0.45,0,0,1,1
US-2022-003419,2022-03-09,2022-03-16,Standard Class,CUS-8805,Corporate,East,Ohio,Technology,Accessories,456.92,7,0.0,60.4,1,1,2,3
US-2020-003420,2020-02-16,2020-02-17,Standard Class,CUS-9343,Home Office,West,Oregon,Technology,Computers,803.94,1,0.4,110.24,2,3,2,3
US-2023-003421,2023-08-20,2023-08-27,Same Day,CUS-7703,Consumer,East,Ohio,Technology,Phones,357.55,1,0.4,9.18,0,1,2,1
US-2023-003422,2023-01-13,2023-01-14,Second Class,CUS-7678,Corporate,Central,Texas,Office Supplies,Paper,11.77,1,0.5,0.59,1,0,1,2
US-2020-003423,2020-12-11,2020-12-14,Second Class,CUS-3965,Corporate,West,California,Technology,Computers,3820.32,3,0.0,352.84,1,3,2,2
US-2020-003424,2020-12-24,2020-12-27,Standard Class,CUS-6864,Home Office,Central,Texas,Furniture,Bookcases,671.53,3,0.1,45.93,2,0,0,3
US-2023-003425,2023-05-26,2023-05-31,First Class,CUS-4738,Corporate,West,California,Technology,Accessories,763.2,8,0.0,125.53,1,3,2,0
US-2022-003426,2022-02-02,2022-02-03,First Class,CUS-3385,Corporate,West,Washington,Furniture,Tables,2830.74,6,0.5,129.74,1,3,0,0
US-2020-003427,2020-12-03,2020-12-06,First Class,CUS-1670,Corporate,West,Nevada,Office Supplies,Fasteners,42.57,6,0.5,1.37,1,3,1,0
US-2023-003430,2023-02-12,2023-02-19,Second Class,CUS-9354,Home Office,South,Alabama,Office Supplies,Binders,80.34,3,0.0,23.5,2,2,1,2
US-2023-003431,2023-10-12,2023-10-15,Standard Class,CUS-2890,Consumer,West,Nevada,Furniture,Chairs,910.38,4,0.5,41.09,0,3,0,3
US-2021-003433,2021-11-10,2021-11-15,Standard Class,CUS-4056,Corporate,Central,Indiana,Office Supplies,Binders,330.78,9,0.2,21.02,1,0,1,3
US-2023-003434,2023-03-25,2023-03-26,First Class,CUS-9516,Corporate,South,Mississippi,Office Supplies,Storage,436.21,6,0.0,128.38,1,2,1,0
US-2023-003435,2023-05-29,2023-06-05,First Class,CUS-4941,Consumer,West,Nevada,Furniture,Bookcases,1000.49,7,0.5,26.92,0,3,0,0
US-2022-003437,2022-04-28,2022-04-29,First Class,CUS-4603,Home Office,East,Virginia,Furniture,Chairs,724.47,3,0.3,93.59,2,1,0,0
US-2023-003438,2023-07-24,2023-07-25,Same Day,CUS-5845,Corporate,Central,Illinois,Office Supplies,Labels,22.47,3,0.4,2.37,1,0,1,1
US-2021-003439,2021-07-05,2021-07-10,Standard Class,CUS-3307,Consumer,South,Louisiana,Technology,Accessories,204.12,3,0.1,50.23,0,2,2,3
US-2021-003440,2021-05-28,2021-05-31,First Class,CUS-3064,Home Office,East,Ohio,Technology,Accessories,141.06,2,0.5,8.07,2,1,2,0
US-2021-003441,2021-09-22,2021-09-23,Same Day,CUS-6166,Consumer,Central,Michigan,Office Supplies,Binders,211.75,6,0.3,11.72,0,0,1,1
US-2022-003442,2022-07-28,2022-08-02,Same Day,CUS-5547,Consumer,West,Nevada,Office Supplies,Art,9.11,1,0.0,2.87,0,3,1,1
US-2022-003444,2022-01-04,2022-01-07,Second Class,CUS-5579,Corporate,East,New York,Office Supplies,Art,35.0,4,0.0,9.0,1,1,1,2
US-2020-003445,2020-02-11,2020-02-14,Standard Class,CUS-5841,Consumer,South,Louisiana,Furniture,Tables,787.47,2,0.5,15.76,0,2,0,3
US-2020-003446,2020-11-17,2020-11-20,First Class,CUS-2953,Corporate,East,New York,Furniture,Furnishings,732.84,9,0.0,89.58,1,1,0,0
US-2022-003447,2022-01-05,2022-01-08,Second Class,CUS-3067,Corporate,East,Virginia,Furniture,Chairs,1503.69,7,0.1,92.35,1,1,0,2
US-2021-003448,2021-12-27,2021-12-28,Second Class,CUS-1124,Consumer,East,New York,Office Supplies,Binders,173.92,5,0.3,12.9,0,1,1,2
US-2023-003450,2023-06-21,2023-06-24,First Class,CUS-1355,Corporate,South,Mississippi,Office Supplies,Binders,22.87,1,0.0,4.46,1,2,1,0
US-2021-003451,2021-01-11,2021-01-16,Second Class,CUS-9064,Corporate,South,Georgia,Technology,Accessories,428.05,7,0.2,40.93,1,2,2,2
US-2020-003452,2020-05-11,2020-05-16,Standard Class,CUS-4717,Corporate,Central,Wisconsin,Office Supplies,Art,140.45,10,0.0,13.84,1,0,1,3
US-2020-003454,2020-06-03,2020-06-08,Same Day,CUS-1210,Corporate,Central,Indiana,Office Supplies,Storage,291.7,4,0.5,18.73,1,0,1,1
US-2023-003456,2023-12-28,2024-01-04,Second Class,CUS-3048,Corporate,Central,Texas,Office Supplies,Art,114.97,7,0.0,12.49,1,0,1,2
US-2020-003458,2020-09-27,2020-09-30,Same Day,CUS-7330,Corporate,West,California,Office Supplies,Labels,62.57,8,0.0,10.11,1,3,1,1
US-2023-003459,2023-07-12,2023-07-19,Second Class,CUS-3016,Corporate,South,Tennessee,Technology,Computers,3179.32,4,0.5,144.64,1,2,2,2
US-2023-003460,2023-01-09,2023-01-14,Same Day,CUS-7784,Consumer,East,New York,Office Supplies,Labels,42.51,5,0.3,6.14,0,1,1,1
US-2021-003461,2021-03-27,2021-04-03,Second Class,CUS-1656,Corporate,West,California,Office Supplies,Storage,290.91,4,0.0,91.42,1,3,1,2
US-2020-003462,2020-02-29,2020-03-03,Second Class,CUS-5254,Consumer,South,Alabama,Technology,Phones,1114.99,4,0.0,141.74,0,2,2,2
US-2022-003466,2022-06-01,2022-06-08,Second Class,CUS-6659,Consumer,East,Ohio,Furniture,Tables,2813.47,5,0.3,274.59,0,1,0,2
US-2021-003467,2021-03-27,2021-03-30,Same Day,CUS-7729,Home Office,South,Tennessee,Furniture,Furnishings,597.37,10,0.5,27.87,2,2,0,1
US-2021-003468,2021-06-16,2021-06-23,Second Class,CUS-7022,Corporate,Central,Wisconsin,Technology,Accessories,884.5,10,0.2,131.17,1,0,2,2
US-2021-003470,2021-10-31,2021-11-07,First Class,CUS-9064,Consumer,Central,Texas,Furniture,Tables,4121.65,8,0.4,302.88,0,0,0,0
US-2021-003471,2021-01-02,2021-01-05,Same Day,CUS-3268,Home Office,Central,Texas,Office Supplies,Paper,76.91,5,0.2,8.22,2,0,1,1
US-2022-003473,2022-10-07,2022-10-14,Same Day,CUS-7120,Corporate,West,Oregon,Office Supplies,Labels,73.87,8,0.0,20.13,1,3,1,1
US-2020-003474,2020-08-26,2020-08-31,Second Class,CUS-8418,Consumer,West,Nevada,Technology,Computers,1705.5,2,0.2,347.85,0,3,2,2
US-2023-003475,2023-02-11,2023-02-14,Second Class,CUS-6188,Corporate,East,Pennsylvania,Office Supplies,Binders,244.3,10,0.2,10.73,1,1,1,2
US-2023-003478,2023-10-16,2023-10-21,Standard Class,CUS-7928,Corporate,Central,Illinois,Office Supplies,Paper,62.22,4,0.1,12.39,1,0,1,3
US-2022-003479,2022-07-13,2022-07-20,Same Day,CUS-1142,Consumer,West,Arizona,Furniture,Chairs,787.11,4,0.4,88.25,0,3,0,1
US-2021-003480,2021-11-18,2021-11-23,Second Class,CUS-1851,Home Office,Central,Indiana,Technology,Accessories,741.31,7,0.2,55.41,2,0,2,2
US-2020-003482,2020-06-07,2020-06-08,First Class,CUS-9861,Corporate,Central,Michigan,Furniture,Bookcases,1273.57,9,0.0,146.22,1,0,0,0
US-2020-003483,2020-04-09,2020-04-12,First Class,CUS-4964,Corporate,West,Oregon,Technology,Accessories,99.7,1,0.2,17.72,1,3,2,0
US-2023-003485,2023-07-23,2023-07-24,Second Class,CUS-6771,Home Office,Central,Wisconsin,Furniture,Bookcases,1069.24,8,0.3,181.68,2,0,0,2
US-2022-003488,2022-08-05,2022-08-06,Second Class,CUS-2748,Home Office,South,Mississippi,Furniture,Chairs,1412.09,7,0.0,157.86,2,2,0,2
US-2023-003490,2023-04-01,2023-04-04,First Class,CUS-6453,Corporate,East,Pennsylvania,Furniture,Chairs,1875.69,6,0.0,230.16,1,1,0,0
US-2023-003491,2023-01-03,2023-01-06,Standard Class,CUS-7913,Corporate,Central,Tennessee,Office Supplies,Labels,15.34,2,0.3,2.46,1,0,1,3
US-2021-003492,2021-11-01,2021-11-08,Second Class,CUS-5625,Corporate,East,Florida,Furniture,Tables,2652.69,4,0.0,254.51,1,1,0,2
US-2020-003493,2020-11-22,2020-11-29,Same Day,CUS-2090,Consumer,South,Tennessee,Office Supplies,Art,102.14,6,0.0,23.5,0,2,1,1
US-2023-003494,2023-10-27,2023-11-01,Same Day,CUS-1105,Corporate,Central,Indiana,Office Supplies,Paper,18.03,1,0.1,4.19,1,0,1,1
US-2020-003495,2020-11-06,2020-11-11,Second Class,CUS-5178,Corporate,East,Pennsylvania,Furniture,Furnishings,649.83,7,0.1,119.49,1,1,0,2
US-2021-003496,2021-10-10,2021-10-11,Standard Class,CUS-2744,Consumer,Central,Texas,Technology,Accessories,412.13,5,0.4,41.12,0,0,2,3
US-2022-003498,2022-09-17,2022-09-24,First Class,CUS-3101,Home Office,South,Louisiana,Technology,Accessories,213.63,3,0.3,16.86,2,2,2,0
US-2020-003500,2020-04-08,2020-04-11,Standard Class,CUS-1849,Consumer,Central,Illinois,Office Supplies,Storage,562.98,8,0.1,89.51,0,0,1,3
US-2021-003501,2021-12-15,2021-12-22,Standard Class,CUS-6976,Consumer,South,Louisiana,Technology,Copiers,3699.49,2,0.4,229.43,0,2,2,3
US-2023-003502,2023-12-24,2023-12-31,Same Day,CUS-9585,Corporate,Central,Indiana,Furniture,Bookcases,232.44,1,0.4,7.25,1,0,0,1
US-2021-003503,2021-04-25,2021-04-28,First Class,CUS-3645,Consumer,Central,Michigan,Office Supplies,Fasteners,34.99,6,0.0,10.65,0,0,1,0
US-2021-003504,2021-07-30,2021-08-02,Same Day,CUS-2445,Consumer,South,Alabama,Office Supplies,Paper,35.35,3,0.0,6.33,0,2,1,1
US-2023-003505,2023-04-01,2023-04-02,First Class,CUS-8835,Home Office,Central,Illinois,Furniture,Chairs,1364.26,6,0.2,240.18,2,0,0,0
US-2023-003506,2023-10-07,2023-10-10,Standard Class,CUS-1608,Consumer,South,Georgia,Furniture,Chairs,557.78,2,0.3,71.39,0,2,0,3
US-2023-003507,2023-12-08,2023-12-09,Second Class,CUS-3204,Corporate,West,California,Furniture,Chairs,296.53,1,0.0,33.66,1,3,0,2
US-2022-003508,2022-04-01,2022-04-06,Standard Class,CUS-4615,Corporate,East,Ohio,Office Supplies,Art,92.6,9,0.1,11.24,1,1,1,3
US-2021-003509,2021-10-14,2021-10-19,First Class,CUS-7601,Corporate,East,Ohio,Office Supplies,Paper,33.79,2,0.2,6.98,1,1,1,0
US-2022-003510,2022-08-24,2022-08-25,Same Day,CUS-3552,Consumer,Central,Indiana,Office Supplies,Art,60.81,5,0.1,9.09,0,0,1,1
US-2020-003511,2020-02-16,2020-02-19,Second Class,CUS-3396,Home Office,West,Nevada,Office Supplies,Art,84.34,7,0.3,11.92,2,3,1,2
US-2020-003513,2020-01-06,2020-01-07,Same Day,CUS-7176,Consumer,West,Washington,Office Supplies,Binders,48.79,2,0.2,2.16,0,3,1,1
US-2020-003514,2020-02-05,2020-02-10,Standard Class,CUS-2876,Consumer,West,Arizona,Furniture,Tables,1390.3,3,0.5,36.03,0,3,0,3
US-2020-003516,2020-07-02,2020-07-03,First Class,CUS-2080,Home Office,West,California,Office Supplies,Labels,73.86,10,0.1,14.08,2,3,1,0
US-2023-003517,2023-02-06,2023-02-13,First Class,CUS-2056,Corporate,West,California,Technology,Computers,3535.33,6,0.2,389.43,1,3,2,0
US-2021-003518,2021-11-17,2021-11-20,Second Class,CUS-7834,Home Office,West,Arizona,Technology,Accessories,435.5,4,0.5,44.54,2,3,2,2
US-2022-003519,2022-05-19,2022-05-20,Second Class,CUS-3299,Corporate,East,Virginia,Office Supplies,Fasteners,5.46,1,0.0,1.78,1,1,1,2
US-2020-003520,2020-10-07,2020-10-14,Standard Class,CUS-6693,Home Office,West,Oregon,Furniture,Bookcases,1458.45,8,0.0,331.82,2,3,0,3
US-2021-003521,2021-03-27,2021-03-28,Second Class,CUS-8088,Corporate,West,California,Office Supplies,Fasteners,17.54,4,0.0,4.39,1,3,1,2
US-2020-003523,2020-10-13,2020-10-20,Standard Class,CUS-8959,Corporate,East,Virginia,Office Supplies,Binders,65.73,2,0.4,5.59,1,1,1,3
US-2021-003525,2021-04-28,2021-05-05,Same Day,CUS-3816,Consumer,Central,Texas,Office Supplies,Paper,110.76,8,0.4,13.18,0,0,1,1
US-2023-003526,2023-04-27,2023-04-30,Standard Class,CUS-8332,Corporate,East,Virginia,Furniture,Chairs,2295.07,10,0.1,143.45,1,1,0,3
US-2021-003528,2021-10-13,2021-10-14,Same Day,CUS-6287,Corporate,East,Ohio,Furniture,Furnishings,193.07,3,0.4,10.48,1,1,0,1
US-2023-003529,2023-05-20,2023-05-27,Second Class,CUS-6195,Consumer,South,Alabama,Office Supplies,Storage,644.66,9,0.0,99.34,0,2,1,2
US-2020-003530,2020-03-01,2020-03-02,First Class,CUS-2146,Corporate,Central,Texas,Furniture,Bookcases,1407.78,8,0.1,380.92,1,0,0,0
US-2020-003531,2020-10-11,2020-10-16,Same Day,CUS-1645,Consumer,South,Alabama,Technology,Phones,2202.09,5,0.4,133.3,0,2,2,1
US-2020-003532,2020-04-24,2020-04-29,Second Class,CUS-9566,Home Office,West,California,Furniture,Bookcases,1724.39,10,0.0,105.21,2,3,0,2
US-2022-003533,2022-07-04,2022-07-11,Second Class,CUS-1295,Consumer,Central,Indiana,Office Supplies,Binders,80.18,3,0.1,10.02,0,0,1,2
US-2020-003534,2020-09-09,2020-09-10,First Class,CUS-5509,Home Office,East,Ohio,Technology,Copiers,1471.95,1,0.5,23.67,2,1,2,0
US-2023-003536,2023-05-23,2023-05-26,Same Day,CUS-4204,Consumer,West,Arizona,Technology,Phones,397.6,1,0.5,9.02,0,3,2,1
US-2020-003537,2020-02-10,2020-02-13,Same Day,CUS-6955,Corporate,Central,Illinois,Technology,Accessories,808.51,10,0.5,49.82,1,0,2,1
US-2021-003538,2021-05-04,2021-05-11,Standard Class,CUS-7406,Home Office,Central,Texas,Furniture,Chairs,1307.09,5,0.2,106.27,2,0,0,3
US-2023-003539,2023-09-20,2023-09-25,First Class,CUS-4412,Corporate,South,Louisiana,Office Supplies,Art,112.65,9,0.1,6.04,1,2,1,0
US-2022-003540,2022-01-11,2022-01-16,Standard Class,CUS-8030,Consumer,Central,Michigan,Furniture,Chairs,933.7,5,0.4,31.18,0,0,0,3
US-2023-003541,2023-01-29,2023-02-05,Standard Class,CUS-6786,Consumer,Central,Wisconsin,Office Supplies,Paper,76.61,5,0.1,7.74,0,0,1,3
US-2023-003542,2023-09-03,2023-09-10,Second Class,CUS-4937,Corporate,East,Virginia,Furniture,Furnishings,276.56,5,0.3,29.64,1,1,0,2
US-2020-003543,2020-11-11,2020-11-12,Same Day,CUS-7693,Corporate,South,Louisiana,Technology,Accessories,460.72,4,0.0,31.6,1,2,2,1
US-2023-003544,2023-06-03,2023-06-06,Same Day,CUS-6833,Consumer,Central,Michigan,Office Supplies,Fasteners,29.38,6,0.0,2.52,0,0,1,1
US-2020-003545,2020-02-18,2020-02-23,First Class,CUS-7568,Corporate,Central,Texas,Office Supplies,Paper,93.47,9,0.2,4.13,1,0,1,0
US-2023-003547,2023-11-28,2023-12-05,Same Day,CUS-1078,Home Office,South,Tennessee,Technology,Accessories,425.39,5,0.3,41.05,2,2,2,1
US-2021-003548,2021-05-09,2021-05-10,Standard Class,CUS-1629,Consumer,West,Nevada,Office Supplies,Storage,159.26,2,0.3,10.91,0,3,1,3
US-2023-003549,2023-10-17,2023-10-20,First Class,CUS-6106,Corporate,West,Oregon,Office Supplies,Paper,143.85,9,0.0,8.92,1,3,1,0
US-2021-003550,2021-03-05,2021-03-10,Same Day,CUS-9052,Consumer,East,New York,Office Supplies,Storage,274.3,4,0.1,50.71,0,1,1,1
US-2023-003551,2023-06-24,2023-06-29,First Class,CUS-1478,Home Office,East,New York,Technology,Computers,3126.22,4,0.3,249.02,2,1,2,0
US-2021-003552,2021-07-16,2021-07-19,Same Day,CUS-7230,Consumer,South,Alabama,Furniture,Tables,3751.16,9,0.4,125.48,0,2,0,1
US-2021-003553,2021-01-10,2021-01-15,Standard Class,CUS-6735,Home Office,West,California,Furniture,Tables,3834.21,9,0.1,253.5,2,3,0,3
US-2020-003556,2020-10-04,2020-10-11,Same Day,CUS-5098,Consumer,East,Florida,Furniture,Tables,2288.7,4,0.5,178.7,0,1,0,1
US-2022-003557,2022-02-28,2022-03-01,Standard Class,CUS-7969,Home Office,East,New York,Furniture,Bookcases,815.82,7,0.0,195.17,2,1,0,3
US-2021-003558,2021-06-11,2021-06-12,Standard Class,CUS-7426,Consumer,East,Virginia,Office Supplies,Binders,251.95,9,0.5,14.71,0,1,1,3
US-2023-003560,2023-06-20,2023-06-25,Same Day,CUS-6405,Home Office,West,Nevada,Technology,Accessories,422.81,6,0.0,138.42,2,3,2,1
US-2023-003561,2023-06-14,2023-06-17,Second Class,CUS-5594,Corporate,East,Virginia,Office Supplies,Binders,70.32,3,0.1,11.39,1,1,1,2
US-2021-003562,2021-04-14,2021-04-15,First Class,CUS-3379,Corporate,Central,Wisconsin,Office Supplies,Storage,256.91,3,0.0,59.89,1,0,1,0
US-2022-003563,2022-01-26,2022-01-29,First Class,CUS-4891,Corporate,South,Alabama,Office Supplies,Paper,123.76,9,0.0,15.46,1,2,1,0
US-2020-003564,2020-08-07,2020-08-10,Standard Class,CUS-4027,Corporate,Central,Illinois,Furniture,Furnishings,373.99,7,0.5,34.29,1,0,0,3
US-2023-003565,2023-05-26,2023-05-27,First Class,CUS-2393,Corporate,West,Oregon,Office Supplies,Storage,358.29,5,0.1,60.64,1,3,1,0
US-2022-003566,2022-12-03,2022-12-06,Standard Class,CUS-8926,Corporate,Central,Illinois,Technology,Phones,453.51,1,0.0,24.86,1,0,2,3
US-2022-003570,2022-06-25,2022-06-28,First Class,CUS-8984,Corporate,South,Louisiana,Technology,Accessories,234.9,3,0.5,6.19,1,2,2,0
US-2020-003571,2020-01-03,2020-01-10,First Class,CUS-5491,Home Office,Central,Michigan,Furniture,Tables,464.71,1,0.2,87.41,2,0,0,0
US-2021-003572,2021-10-12,2021-10-13,Second Class,CUS-9099,Consumer,West,Washington,Office Supplies,Art,114.35,9,0.1,29.73,0,3,1,2
US-2022-003574,2022-03-29,2022-04-05,First Class,CUS-5475,Consumer,South,Georgia,Furniture,Chairs,2623.51,10,0.1,194.17,0,2,0,0
US-2022-003575,2022-04-15,2022-04-22,First Class,CUS-7946,Home Office,Central,Michigan,Office Supplies,Fasteners,14.55,3,0.1,1.33,2,0,1,0
US-2023-003576,2023-01-14,2023-01-15,Second Class,CUS-6137,Consumer,West,California,Furniture,Tables,1047.18,2,0.0,291.24,0,3,0,2
US-2020-003577,2020-07-24,2020-07-27,First Class,CUS-1047,Corporate,East,Ohio,Technology,Accessories,231.24,3,0.0,32.44,1,1,2,0
US-2020-003578,2020-07-20,2020-07-23,Second Class,CUS-9568,Consumer,East,Ohio,Technology,Computers,1258.01,2,0.4,142.14,0,1,2,2
US-2020-003579,2020-09-05,2020-09-12,Second Class,CUS-5022,Consumer,East,Virginia,Office Supplies,Labels,16.63,2,0.5,0.59,0,1,1,2
US-2022-003580,2022-02-18,2022-02-19,Standard Class,CUS-4017,Home Office,South,Mississippi,Office Supplies,Art,74.73,7,0.5,1.39,2,2,1,3
US-2020-003581,2020-04-04,2020-04-05,First Class,CUS-1144,Consumer,West,Oregon,Furniture,Chairs,244.25,1,0.5,13.96,0,3,0,0
US-2022-003582,2022-07-24,2022-07-25,Standard Class,CUS-4550,Corporate,South,Tennessee,Technology,Accessories,123.72,2,0.0,42.73,1,2,2,3
US-2022-003583,2022-07-28,2022-07-29,First Class,CUS-5252,Consumer,Central,Texas,Office Supplies,Storage,278.35,5,0.3,13.2,0,0,1,0
US-2022-003584,2022-01-14,2022-01-21,Same Day,CUS-4048,Home Office,South,Tennessee,Furniture,Bookcases,832.94,7,0.0,233.82,2,2,0,1
US-2022-003585,2022-07-17,2022-07-24,Same Day,CUS-3316,Consumer,South,Georgia,Furniture,Chairs,1964.66,9,0.4,176.05,0,2,0,1
US-2022-003586,2022-05-21,2022-05-24,Second Class,CUS-9911,Consumer,Central,Indiana,Office Supplies,Art,67.91,7,0.5,1.23,0,0,1,2
US-2021-003587,2021-03-24,2021-03-25,Second Class,CUS-5693,Corporate,Central,Michigan,Furniture,Chairs,978.33,4,0.5,86.58,1,0,0,2
US-2020-003588,2020-04-05,2020-04-08,Standard Class,CUS-5868,Home Office,East,Pennsylvania,Office Supplies,Art,29.08,2,0.2,1.49,2,1,1,3
US-2022-003589,2022-03-11,2022-03-18,Second Class,CUS-2809,Corporate,East,Virginia,Office Supplies,Paper,15.23,1,0.2,3.32,1,1,1,2
US-2021-003592,2021-05-27,2021-06-03,Same Day,CUS-4546,Home Office,Central,Indiana,Office Supplies,Labels,70.44,8,0.0,23.41,2,0,1,1
US-2021-003594,2021-12-06,2021-12-09,Second Class,CUS-4654,Consumer,East,Florida,Furniture,Chairs,2776.58,7,0.3,195.97,0,1,0,2
